,class,suff,to_cut
7658,A,o,1
7659,V,re,4
7660,A,o,1
7661,V,e,3
7662,A,,0
7663,V,re,2
7664,V,are,4
7665,V,are,6
7666,V,re,2
7667,V,re,3
7668,V,,0
7669,V,e,3
7670,V,are,4
7671,N,,0
7672,N,,0
7673,N,a,1
7674,A,re,3
7675,V,,1
7676,A,,0
7677,V,,4
7678,A,,0
7679,V,re,3
7680,V,re,2
7681,V,o,4
7682,V,are,3
7683,V,are,6
7684,V,are,2
7685,V,,3
7686,V,e,1
7687,V,e,3
7688,V,re,3
7689,V,rere,2
7690,V,,2
7691,V,re,2
7692,V,re,4
7693,V,re,5
7694,V,e,2
7695,V,re,4
7696,V,re,3
7697,V,are,0
7698,V,e,0
7699,N,o,1
7700,N,,1
7701,V,re,2
7702,A,e,1
7703,V,re,3
7704,V,re,3
7705,V,are,4
7706,A,o,1
7707,V,ire,1
7708,V,are,6
7709,V,are,6
7710,V,re,3
7711,V,are,3
7712,V,are,6
7713,V,are,5
7714,V,are,1
7715,V,re,1
7716,V,re,3
7717,V,are,5
7718,V,re,4
7719,V,re,2
7720,V,e,0
7721,V,are,2
7722,N,,0
7723,V,re,5
7724,V,re,3
7725,N,,0
7726,V,are,5
7727,V,e,4
7728,V,are,8
7729,V,re,5
7730,V,re,2
7731,V,re,3
7732,V,re,3
7733,V,re,3
7734,A,,1
7735,V,are,6
7736,V,re,3
7737,V,re,1
7738,V,iare,4
7739,V,re,2
7740,N,e,1
7741,V,are,5
7742,N,o,1
7743,V,re,0
7744,V,are,1
7745,A,re,3
7746,V,are,6
7747,V,are,1
7748,V,re,2
7749,V,re,3
7750,V,re,5
7751,V,re,2
7752,V,re,4
7753,V,are,1
7754,V,re,4
7755,V,re,2
7756,V,re,1
7757,V,re,3
7758,V,are,7
7759,V,e,3
7760,V,re,3
7761,V,re,3
7762,V,are,4
7763,V,re,0
7764,V,re,4
7765,V,re,2
7766,V,re,3
7767,A,,0
7768,N,a,1
7769,V,are,6
7770,V,re,2
7771,V,e,6
7772,V,re,3
7773,V,are,1
7774,N,,0
7775,V,re,4
7776,V,iare,4
7777,V,re,2
7778,V,e,0
7779,V,are,5
7780,V,e,0
7781,V,rre,5
7782,V,,1
7783,V,re,3
7784,V,re,4
7785,V,re,4
7786,V,re,3
7787,V,are,4
7788,V,re,1
7789,V,are,6
7790,V,re,4
7791,V,are,4
7792,V,re,3
7793,V,re,3
7794,V,are,1
7795,V,re,2
7796,A,re,3
7797,N,e,1
7798,V,are,3
7799,A,o,1
7800,V,re,5
7801,V,re,1
7802,A,e,1
7803,V,re,2
7804,V,re,5
7805,V,,0
7806,V,re,3
7807,V,re,4
7808,V,are,1
7809,V,are,6
7810,V,are,4
7811,V,re,2
7812,V,re,4
7813,V,re,5
7814,V,e,0
7815,V,e,1
7816,V,e,3
7817,V,are,2
7818,A,uto,3
7819,V,,1
7820,A,o,1
7821,N,o,0
7822,V,re,4
7823,V,are,3
7824,V,are,6
7825,V,re,4
7826,V,re,2
7827,V,are,0
7828,V,re,2
7829,V,re,3
7830,V,are,2
7831,V,re,4
7832,V,re,2
7833,V,re,5
7834,V,are,1
7835,V,are,6
7836,V,re,2
7837,V,re,4
7838,V,re,4
7839,V,re,2
7840,A,o,1
7841,V,,0
7842,V,re,4
7843,V,re,0
7844,V,,0
7845,V,ire,2
7846,V,e,2
7847,V,ere,1
7848,V,are,3
7849,V,re,3
7850,V,re,1
7851,A,o,1
7852,A,o,0
7853,V,re,5
7854,V,are,1
7855,V,re,2
7856,V,re,4
7857,V,re,2
7858,V,re,2
7859,V,re,1
7860,V,re,3
7861,V,are,6
7862,N,,0
7863,V,re,3
7864,V,are,8
7865,N,,0
7866,N,e,0
7867,V,are,5
7868,A,o,1
7869,V,are,6
7870,V,re,2
7871,V,iare,3
7872,V,re,1
7873,V,re,1
7874,V,are,6
7875,V,are,7
7876,V,re,3
7877,V,re,1
7878,V,re,1
7879,V,re,3
7880,V,re,4
7881,V,re,3
7882,V,,0
7883,V,re,1
7884,V,iare,4
7885,V,re,1
7886,V,e,0
7887,V,are,4
7888,V,,3
7889,V,re,2
7890,N,,0
7891,V,are,5
7892,V,are,8
7893,V,re,2
7894,V,re,5
7895,V,re,3
7896,V,re,3
7897,V,are,7
7898,N,o,1
7899,V,are,4
7900,V,re,3
7901,V,are,7
7902,V,e,2
7903,V,are,4
7904,V,re,3
7905,V,re,4
7906,V,are,4
7907,V,ere,4
7908,V,e,2
7909,V,are,4
7910,V,are,4
7911,V,are,6
7912,V,are,4
7913,V,iare,6
7914,V,re,4
7915,N,o,1
7916,V,are,2
7917,V,are,3
7918,A,ore,4
7919,V,re,5
7920,V,re,3
7921,A,re,3
7922,V,,4
7923,V,e,3
7924,V,are,8
7925,V,o,1
7926,V,e,0
7927,V,re,3
7928,V,ere,4
7929,V,re,2
7930,V,re,2
7931,V,re,3
7932,V,are,7
7933,V,are,8
7934,V,re,4
7935,V,re,5
7936,V,are,6
7937,V,re,3
7938,V,are,6
7939,V,are,3
7940,V,re,2
7941,V,are,2
7942,V,are,5
7943,V,are,1
7944,V,,0
7945,V,re,3
7946,V,are,6
7947,V,,2
7948,V,re,2
7949,V,are,4
7950,V,are,1
7951,V,re,4
7952,V,re,2
7953,A,,0
7954,A,o,0
7955,V,e,0
7956,V,are,4
7957,V,are,7
7958,V,are,7
7959,N,,0
7960,V,re,4
7961,V,re,2
7962,V,re,1
7963,V,are,4
7964,V,re,3
7965,V,re,4
7966,V,re,1
7967,V,are,5
7968,V,are,6
7969,V,re,2
7970,V,are,6
7971,V,are,1
7972,V,e,0
7973,N,e,1
7974,V,re,1
7975,V,re,1
7976,V,re,1
7977,V,re,3
7978,V,,2
7979,V,re,4
7980,V,re,2
7981,V,are,4
7982,V,nire,4
7983,V,ere,1
7984,V,re,3
7985,V,re,4
7986,V,re,3
7987,V,re,3
7988,V,re,3
7989,V,re,4
7990,A,o,1
7991,V,e,0
7992,V,are,1
7993,V,are,1
7994,V,are,4
7995,V,are,4
7996,A,,0
7997,V,re,2
7998,V,re,2
7999,V,re,4
8000,A,o,2
8001,V,are,7
8002,V,,0
8003,V,,0
8004,A,o,2
8005,V,ere,1
8006,V,are,6
8007,V,are,3
8008,V,re,1
8009,V,are,7
8010,A,o,1
8011,V,are,3
8012,V,re,2
8013,V,re,3
8014,V,re,3
8015,V,are,1
8016,V,re,4
8017,V,,0
8018,V,ire,1
8019,V,re,2
8020,V,are,4
8021,V,re,3
8022,V,re,3
8023,V,ire,3
8024,V,re,2
8025,V,are,4
8026,V,are,6
8027,A,o,1
8028,V,are,7
8029,V,re,2
8030,V,re,5
8031,V,e,3
8032,N,,0
8033,V,re,2
8034,V,are,8
8035,V,re,3
8036,V,re,3
8037,V,re,2
8038,V,re,4
8039,V,are,7
8040,V,,3
8041,A,re,3
8042,V,re,3
8043,V,are,4
8044,V,are,1
8045,V,re,2
8046,V,are,6
8047,V,re,1
8048,V,e,1
8049,V,re,1
8050,V,,4
8051,N,a,1
8052,N,o,1
8053,A,,1
8054,A,e,1
8055,N,e,1
8056,V,re,2
8057,V,are,3
8058,V,re,3
8059,V,re,2
8060,V,re,3
8061,V,re,3
8062,N,,0
8063,V,are,6
8064,V,re,2
8065,V,,0
8066,V,,2
8067,V,ere,1
8068,V,re,5
8069,V,are,7
8070,V,re,2
8071,V,iare,3
8072,V,are,4
8073,V,are,4
8074,V,re,2
8075,V,e,4
8076,V,are,8
8077,V,are,5
8078,V,re,2
8079,A,re,3
8080,V,,5
8081,N,,0
8082,A,,1
8083,V,are,5
8084,A,o,1
8085,A,re,3
8086,N,o,0
8087,V,re,2
8088,A,,0
8089,A,re,3
8090,V,re,2
8091,V,re,3
8092,V,re,3
8093,V,re,4
8094,V,are,3
8095,V,are,2
8096,N,,0
8097,V,are,6
8098,N,,0
8099,A,ire,4
8100,A,,0
8101,V,re,2
8102,V,are,4
8103,V,,0
8104,V,re,5
8105,V,re,5
8106,V,,3
8107,N,a,1
8108,V,are,6
8109,V,are,6
8110,V,re,3
8111,V,re,3
8112,V,are,4
8113,V,ire,3
8114,A,re,3
8115,A,o,1
8116,V,e,0
8117,V,re,0
8118,V,e,2
8119,V,are,0
8120,V,are,5
8121,V,re,4
8122,V,re,1
8123,V,re,0
8124,V,are,6
8125,V,re,2
8126,V,re,3
8127,V,are,2
8128,V,are,6
8129,N,,0
8130,A,re,3
8131,A,re,3
8132,V,are,4
8133,N,,0
8134,V,are,1
8135,V,e,2
8136,V,e,0
8137,V,are,4
8138,V,re,0
8139,V,are,1
8140,V,re,0
8141,V,e,2
8142,N,a,1
8143,V,re,2
8144,V,iare,6
8145,V,re,5
8146,V,re,4
8147,N,e,1
8148,V,re,2
8149,V,are,6
8150,V,re,3
8151,V,are,1
8152,N,,0
8153,V,re,2
8154,V,re,3
8155,A,to,2
8156,V,are,4
8157,V,re,3
8158,V,are,6
8159,N,to,2
8160,V,,0
8161,V,are,5
8162,A,,0
8163,V,are,1
8164,N,e,1
8165,V,ere,3
8166,V,are,3
8167,A,o,1
8168,V,re,3
8169,V,re,3
8170,V,re,5
8171,V,e,2
8172,N,e,1
8173,V,re,3
8174,A,o,1
8175,V,are,4
8176,V,re,3
8177,V,re,2
8178,V,re,2
8179,V,re,3
8180,V,re,3
8181,V,e,0
8182,V,are,3
8183,V,ere,3
8184,V,are,6
8185,N,a,1
8186,V,re,0
8187,V,re,3
8188,V,re,3
8189,V,are,3
8190,V,are,1
8191,A,o,1
8192,V,re,3
8193,V,,2
8194,A,e,1
8195,N,are,1
8196,V,are,6
8197,V,re,2
8198,V,re,3
8199,V,are,8
8200,V,,0
8201,V,re,2
8202,V,e,2
8203,A,o,1
8204,V,re,3
8205,A,o,1
8206,A,o,1
8207,V,re,3
8208,V,re,3
8209,V,re,2
8210,N,,0
8211,V,are,1
8212,V,,0
8213,V,re,2
8214,V,are,4
8215,V,re,3
8216,N,o,1
8217,V,ire,3
8218,A,,0
8219,N,o,1
8220,V,re,3
8221,N,,0
8222,V,re,0
8223,V,are,6
8224,V,re,3
8225,A,o,1
8226,A,re,3
8227,V,re,2
8228,V,are,6
8229,V,ere,3
8230,V,re,3
8231,V,re,5
8232,V,re,2
8233,V,re,2
8234,V,re,5
8235,V,are,4
8236,V,re,4
8237,V,are,4
8238,A,re,3
8239,V,are,8
8240,V,re,3
8241,V,re,3
8242,V,are,4
8243,N,,0
8244,V,are,6
8245,V,are,1
8246,V,re,2
8247,V,re,3
8248,V,are,5
8249,V,re,3
8250,V,re,3
8251,V,re,1
8252,A,a,1
8253,V,are,9
8254,V,are,2
8255,V,re,3
8256,V,are,4
8257,V,re,4
8258,V,e,0
8259,N,,0
8260,V,are,8
8261,V,ere,2
8262,V,are,7
8263,V,are,6
8264,A,,0
8265,V,re,3
8266,A,re,3
8267,V,re,3
8268,V,are,1
8269,V,re,3
8270,A,o,1
8271,V,e,2
8272,V,e,2
8273,A,o,1
8274,V,are,1
8275,A,o,1
8276,V,re,4
8277,A,o,1
8278,V,re,5
8279,V,re,3
8280,V,gliere,3
8281,A,a,1
8282,N,a,1
8283,V,are,5
8284,V,e,3
8285,V,re,3
8286,V,re,2
8287,V,re,4
8288,V,re,3
8289,V,are,3
8290,A,o,0
8291,N,e,1
8292,V,ire,1
8293,V,are,6
8294,V,ere,1
8295,V,re,3
8296,V,are,6
8297,V,are,8
8298,V,are,6
8299,A,re,3
8300,V,are,5
8301,V,re,4
8302,V,re,4
8303,N,a,1
8304,V,re,2
8305,V,,0
8306,V,are,5
8307,V,re,5
8308,V,re,2
8309,V,re,4
8310,V,are,3
8311,A,,0
8312,V,are,3
8313,V,are,1
8314,V,,2
8315,V,are,2
8316,V,e,0
8317,V,re,3
8318,N,e,1
8319,V,re,2
8320,N,,0
8321,V,re,2
8322,V,,0
8323,N,,0
8324,V,are,6
8325,V,re,3
8326,V,re,4
8327,A,,0
8328,V,re,2
8329,V,e,3
8330,V,re,0
8331,V,are,3
8332,V,re,4
8333,N,ore,4
8334,V,,0
8335,V,are,6
8336,V,re,5
8337,N,o,1
8338,V,re,3
8339,V,iare,6
8340,V,re,4
8341,V,e,4
8342,V,ere,1
8343,V,are,6
8344,V,are,3
8345,V,re,2
8346,V,iare,6
8347,V,re,2
8348,V,are,7
8349,V,,0
8350,N,,0
8351,V,are,6
8352,V,are,8
8353,V,,0
8354,V,are,6
8355,V,re,2
8356,V,e,3
8357,V,are,1
8358,V,are,3
8359,V,re,4
8360,N,,0
8361,A,re,3
8362,V,re,2
8363,V,re,2
8364,V,re,4
8365,V,re,5
8366,V,re,2
8367,V,e,2
8368,V,re,2
8369,N,re,2
8370,A,,0
8371,V,are,5
8372,V,are,4
8373,V,re,2
8374,V,,0
8375,N,,0
8376,N,o,1
8377,V,are,5
8378,V,re,2
8379,N,a,1
8380,V,re,3
8381,V,iare,3
8382,V,are,7
8383,V,are,1
8384,V,re,3
8385,V,re,4
8386,V,re,3
8387,V,,3
8388,V,re,4
8389,V,,0
8390,V,re,4
8391,A,re,3
8392,V,are,4
8393,A,,0
8394,V,re,2
8395,A,o,1
8396,V,re,2
8397,V,are,4
8398,V,re,5
8399,V,are,3
8400,V,are,7
8401,V,are,6
8402,V,are,3
8403,V,are,3
8404,V,re,5
8405,A,o,1
8406,V,are,4
8407,V,,0
8408,V,re,3
8409,V,are,1
8410,V,are,3
8411,V,,2
8412,V,edere,1
8413,V,are,2
8414,V,re,1
8415,V,re,2
8416,V,e,3
8417,V,ere,1
8418,V,,5
8419,V,are,4
8420,V,ire,4
8421,V,re,5
8422,V,re,2
8423,V,are,4
8424,N,e,1
8425,V,re,3
8426,V,are,7
8427,N,,0
8428,V,,0
8429,V,are,1
8430,V,,1
8431,V,re,2
8432,V,re,3
8433,V,re,3
8434,V,are,3
8435,V,re,2
8436,N,,0
8437,V,are,6
8438,N,ore,4
8439,V,re,1
8440,V,are,7
8441,N,,0
8442,V,are,6
8443,V,re,2
8444,V,e,2
8445,V,are,6
8446,V,re,3
8447,V,re,4
8448,V,are,6
8449,V,are,1
8450,N,e,1
8451,V,e,3
8452,N,,0
8453,A,o,1
8454,N,o,0
8455,V,are,3
8456,V,ere,1
8457,A,ore,4
8458,V,re,2
8459,A,re,3
8460,V,re,3
8461,V,re,3
8462,V,are,1
8463,V,,2
8464,V,re,2
8465,V,re,2
8466,V,re,2
8467,A,re,3
8468,V,re,2
8469,V,re,4
8470,V,are,5
8471,V,re,3
8472,V,re,2
8473,V,re,3
8474,V,are,1
8475,V,are,1
8476,V,are,6
8477,V,re,2
8478,V,re,2
8479,V,e,2
8480,N,,0
8481,V,are,6
8482,V,re,2
8483,N,a,1
8484,V,re,2
8485,A,o,1
8486,V,re,5
8487,V,are,3
8488,V,iare,4
8489,V,are,4
8490,V,are,4
8491,V,are,2
8492,V,are,1
8493,V,iare,6
8494,V,re,4
8495,N,e,1
8496,V,are,4
8497,V,are,5
8498,V,re,3
8499,V,ere,4
8500,V,re,3
8501,V,e,0
8502,N,o,1
8503,V,re,0
8504,V,are,8
8505,V,re,4
8506,V,are,5
8507,V,,3
8508,V,are,3
8509,V,are,4
8510,V,re,2
8511,V,re,2
8512,V,e,3
8513,V,re,1
8514,V,are,1
8515,V,rre,6
8516,V,are,6
8517,A,re,3
8518,N,re,0
8519,V,are,6
8520,V,re,2
8521,N,o,1
8522,V,are,8
8523,V,are,6
8524,N,,0
8525,V,are,4
8526,V,e,3
8527,V,re,2
8528,N,a,1
8529,V,re,5
8530,V,re,5
8531,V,ere,1
8532,V,re,5
8533,V,are,3
8534,V,re,2
8535,V,e,0
8536,V,are,3
8537,V,,5
8538,V,are,6
8539,A,o,1
8540,V,re,2
8541,V,are,1
8542,V,re,2
8543,N,,0
8544,V,are,4
8545,V,are,1
8546,V,are,5
8547,A,,0
8548,V,,2
8549,V,re,4
8550,V,are,6
8551,A,o,2
8552,V,are,3
8553,V,,0
8554,A,re,3
8555,V,ire,4
8556,V,,2
8557,V,re,2
8558,V,are,6
8559,V,ndere,4
8560,V,iare,4
8561,N,,0
8562,V,ere,4
8563,V,are,5
8564,V,re,3
8565,V,,2
8566,V,ere,3
8567,A,o,2
8568,V,,2
8569,V,e,2
8570,V,are,6
8571,V,uotere,5
8572,V,,1
8573,V,re,2
8574,V,re,5
8575,V,re,2
8576,V,re,3
8577,V,,0
8578,V,are,3
8579,V,are,5
8580,V,re,3
8581,V,e,0
8582,V,e,0
8583,V,are,3
8584,V,,0
8585,V,are,2
8586,N,,0
8587,V,re,3
8588,V,are,4
8589,V,re,2
8590,V,are,5
8591,V,are,1
8592,V,,3
8593,V,re,4
8594,V,re,4
8595,V,rre,3
8596,V,ere,1
8597,V,re,2
8598,V,are,8
8599,V,re,3
8600,V,re,4
8601,V,iare,5
8602,V,re,5
8603,V,re,3
8604,V,are,5
8605,V,re,3
8606,V,re,4
8607,V,re,2
8608,V,are,4
8609,V,re,2
8610,V,re,1
8611,N,o,1
8612,V,re,3
8613,V,re,1
8614,V,re,4
8615,V,re,2
8616,V,re,4
8617,V,are,6
8618,V,re,4
8619,V,re,1
8620,V,re,3
8621,N,,0
8622,V,re,0
8623,V,re,2
8624,V,are,6
8625,V,re,3
8626,V,re,2
8627,A,,1
8628,V,re,1
8629,V,are,3
8630,V,re,4
8631,V,re,3
8632,V,ndere,4
8633,V,e,2
8634,V,re,3
8635,V,re,2
8636,N,are,1
8637,A,ire,4
8638,V,re,1
8639,V,re,5
8640,V,re,4
8641,V,are,6
8642,V,re,3
8643,V,,0
8644,V,e,1
8645,V,are,6
8646,V,are,3
8647,V,are,4
8648,V,re,3
8649,V,are,4
8650,V,ere,4
8651,V,ggere,4
8652,V,are,6
8653,V,re,2
8654,V,are,2
8655,V,re,2
8656,N,a,1
8657,V,are,4
8658,V,are,5
8659,N,,0
8660,V,are,3
8661,V,re,3
8662,V,,0
8663,V,are,2
8664,V,re,2
8665,V,re,3
8666,V,ere,2
8667,V,re,3
8668,V,iare,6
8669,A,o,1
8670,V,e,3
8671,V,re,3
8672,V,,3
8673,V,,0
8674,A,re,3
8675,A,o,1
8676,V,re,2
8677,V,re,5
8678,V,re,3
8679,V,are,1
8680,V,are,3
8681,V,re,2
8682,V,are,3
8683,V,re,4
8684,V,are,5
8685,A,re,3
8686,V,e,0
8687,V,are,5
8688,V,,0
8689,N,,0
8690,V,are,4
8691,V,ire,2
8692,A,re,3
8693,V,are,3
8694,V,are,1
8695,V,re,5
8696,V,,0
8697,V,are,5
8698,V,are,6
8699,V,,2
8700,V,ere,2
8701,V,re,3
8702,V,re,3
8703,A,re,3
8704,V,re,2
8705,N,,0
8706,V,are,6
8707,V,rre,4
8708,V,re,2
8709,V,are,1
8710,V,re,4
8711,A,,1
8712,A,,0
8713,V,are,3
8714,V,re,2
8715,V,re,3
8716,V,are,4
8717,V,,0
8718,V,are,1
8719,A,re,3
8720,V,re,4
8721,V,are,6
8722,V,re,3
8723,V,are,3
8724,V,re,5
8725,V,re,2
8726,A,ire,4
8727,V,are,4
8728,V,are,5
8729,A,re,3
8730,V,e,3
8731,V,re,4
8732,A,e,1
8733,V,re,4
8734,V,iare,6
8735,V,re,3
8736,V,re,3
8737,V,ere,1
8738,V,are,2
8739,V,re,2
8740,V,re,1
8741,N,,0
8742,V,re,4
8743,V,are,5
8744,A,o,1
8745,A,,0
8746,A,re,3
8747,V,re,3
8748,V,re,4
8749,V,re,3
8750,V,re,2
8751,V,re,4
8752,V,re,3
8753,V,re,2
8754,V,re,3
8755,V,re,4
8756,V,re,3
8757,V,,0
8758,V,e,2
8759,N,,0
8760,V,re,3
8761,V,re,3
8762,V,are,1
8763,V,re,2
8764,V,e,3
8765,N,,0
8766,V,re,2
8767,V,re,2
8768,A,re,3
8769,V,gere,3
8770,V,are,7
8771,A,o,1
8772,V,re,2
8773,V,re,2
8774,V,re,3
8775,V,e,3
8776,V,re,5
8777,V,re,2
8778,V,re,3
8779,V,are,5
8780,V,are,6
8781,V,are,8
8782,V,re,1
8783,V,re,4
8784,V,re,6
8785,V,are,6
8786,V,re,7
8787,V,are,7
8788,A,o,1
8789,V,re,2
8790,V,ire,1
8791,V,e,2
8792,N,o,1
8793,V,,0
8794,A,io,1
8795,V,ere,3
8796,V,re,5
8797,N,,0
8798,V,rre,4
8799,V,re,3
8800,A,re,3
8801,A,o,1
8802,V,re,3
8803,V,re,2
8804,V,are,4
8805,V,e,2
8806,V,re,2
8807,V,,3
8808,V,are,3
8809,V,are,1
8810,V,re,4
8811,V,,0
8812,V,re,0
8813,N,,0
8814,N,a,1
8815,A,re,3
8816,V,are,6
8817,V,are,6
8818,V,are,7
8819,V,are,1
8820,V,are,3
8821,V,re,4
8822,V,e,0
8823,V,e,2
8824,N,,0
8825,A,o,1
8826,V,re,5
8827,A,e,1
8828,V,are,5
8829,V,are,5
8830,V,are,2
8831,A,o,1
8832,V,are,6
8833,V,re,2
8834,V,re,2
8835,V,re,4
8836,V,e,3
8837,V,re,2
8838,V,e,2
8839,V,re,1
8840,V,re,5
8841,V,re,0
8842,V,re,2
8843,V,rre,3
8844,V,re,2
8845,V,re,2
8846,V,are,5
8847,V,are,1
8848,V,re,3
8849,V,re,3
8850,A,o,1
8851,V,re,3
8852,V,re,3
8853,V,re,5
8854,N,o,1
8855,V,ire,3
8856,V,are,6
8857,V,re,2
8858,V,are,6
8859,V,are,3
8860,V,are,7
8861,V,re,1
8862,N,,0
8863,V,re,2
8864,V,are,3
8865,V,re,2
8866,V,are,6
8867,N,o,1
8868,N,,0
8869,V,re,2
8870,V,re,3
8871,V,re,3
8872,V,re,4
8873,A,o,1
8874,N,a,1
8875,V,re,4
8876,V,re,2
8877,V,are,5
8878,V,,0
8879,V,re,5
8880,V,re,2
8881,A,,0
8882,V,e,2
8883,A,o,0
8884,V,are,6
8885,V,vere,3
8886,V,re,3
8887,V,iare,4
8888,V,re,3
8889,V,are,5
8890,N,,0
8891,V,are,3
8892,V,are,2
8893,A,o,1
8894,V,ere,4
8895,N,o,1
8896,V,are,6
8897,V,re,5
8898,V,are,6
8899,V,re,4
8900,V,re,2
8901,V,,1
8902,V,are,1
8903,V,are,6
8904,V,re,2
8905,V,e,0
8906,A,,0
8907,V,re,1
8908,V,re,5
8909,V,re,4
8910,V,are,2
8911,V,re,5
8912,V,,2
8913,V,are,6
8914,V,are,3
8915,A,ire,4
8916,A,e,1
8917,V,,2
8918,V,re,0
8919,N,,0
8920,V,are,3
8921,A,o,1
8922,V,re,3
8923,V,are,3
8924,A,o,1
8925,V,are,3
8926,V,are,3
8927,V,re,2
8928,V,are,4
8929,V,are,1
8930,V,,2
8931,V,re,2
8932,V,re,2
8933,V,iare,8
8934,V,are,3
8935,A,o,1
8936,N,,0
8937,V,re,4
8938,A,,0
8939,V,ingere,4
8940,V,re,4
8941,V,re,2
8942,V,re,3
8943,N,a,1
8944,V,re,4
8945,V,re,5
8946,V,are,6
8947,V,re,3
8948,V,are,3
8949,V,rre,5
8950,V,are,6
8951,V,re,5
8952,N,o,1
8953,V,,3
8954,A,o,1
8955,V,re,1
8956,V,are,1
8957,V,are,6
8958,A,o,1
8959,V,re,3
8960,V,re,2
8961,V,re,4
8962,A,o,1
8963,V,,1
8964,V,re,2
8965,V,,1
8966,A,re,3
8967,V,are,8
8968,A,re,3
8969,V,re,3
8970,N,a,1
8971,V,are,6
8972,V,are,1
8973,V,re,3
8974,V,re,5
8975,V,ere,1
8976,A,ire,4
8977,V,are,1
8978,V,re,3
8979,V,ere,1
8980,V,re,2
8981,V,,0
8982,V,are,1
8983,V,re,3
8984,A,o,1
8985,V,re,3
8986,V,are,5
8987,V,re,4
8988,A,o,1
8989,V,,0
8990,A,re,3
8991,V,are,6
8992,V,re,1
8993,V,re,3
8994,V,re,2
8995,V,are,2
8996,V,are,3
8997,V,re,4
8998,V,re,2
8999,V,e,2
9000,V,re,3
9001,V,are,2
9002,V,re,3
9003,V,are,2
9004,V,re,2
9005,V,re,4
9006,V,are,5
9007,V,re,3
9008,V,rre,6
9009,N,,0
9010,V,e,3
9011,V,re,4
9012,A,,1
9013,V,re,2
9014,V,re,2
9015,V,re,3
9016,V,are,6
9017,V,re,4
9018,V,re,4
9019,A,re,3
9020,A,,0
9021,V,re,4
9022,V,rre,4
9023,V,re,3
9024,V,re,2
9025,V,e,2
9026,V,e,2
9027,V,are,6
9028,V,re,2
9029,V,are,3
9030,N,o,1
9031,V,are,4
9032,A,a,1
9033,V,,3
9034,V,are,4
9035,V,are,8
9036,A,o,1
9037,V,ere,1
9038,V,are,6
9039,V,e,4
9040,V,are,1
9041,V,are,1
9042,V,ere,3
9043,V,are,3
9044,V,re,3
9045,V,are,6
9046,V,are,4
9047,V,,0
9048,V,are,6
9049,V,are,4
9050,V,ere,3
9051,A,re,3
9052,A,a,1
9053,V,re,4
9054,V,are,7
9055,A,o,1
9056,A,re,3
9057,N,,0
9058,V,are,6
9059,V,re,2
9060,V,are,4
9061,V,re,0
9062,V,re,4
9063,V,si,3
9064,V,,3
9065,V,are,6
9066,V,re,2
9067,V,are,1
9068,V,re,2
9069,A,erto,4
9070,V,are,4
9071,V,re,4
9072,V,are,8
9073,V,,0
9074,V,re,1
9075,V,rre,5
9076,V,re,4
9077,A,,0
9078,A,o,1
9079,V,rre,4
9080,V,re,3
9081,V,are,1
9082,A,o,1
9083,A,o,2
9084,N,e,1
9085,V,re,3
9086,A,o,1
9087,V,,3
9088,V,are,3
9089,V,re,3
9090,V,o,1
9091,V,ire,1
9092,V,re,2
9093,V,re,4
9094,V,are,8
9095,V,re,4
9096,V,re,3
9097,V,re,1
9098,V,re,3
9099,N,,0
9100,V,re,1
9101,V,are,6
9102,N,o,1
9103,A,re,3
9104,V,are,1
9105,V,re,3
9106,V,iare,6
9107,V,re,3
9108,V,are,6
9109,V,re,4
9110,V,re,1
9111,V,re,4
9112,V,are,3
9113,A,o,1
9114,V,re,3
9115,A,o,1
9116,V,are,4
9117,V,e,0
9118,V,are,1
9119,V,re,2
9120,V,ere,3
9121,N,e,1
9122,V,e,0
9123,V,are,5
9124,V,e,2
9125,V,re,4
9126,V,re,2
9127,V,,0
9128,V,are,6
9129,V,re,5
9130,V,re,1
9131,V,are,4
9132,V,e,2
9133,V,are,5
9134,V,re,2
9135,V,re,3
9136,V,re,3
9137,V,are,9
9138,V,re,2
9139,A,,1
9140,V,re,3
9141,N,,0
9142,V,,4
9143,N,,1
9144,V,tere,4
9145,V,,2
9146,A,,0
9147,V,re,2
9148,V,re,1
9149,V,re,3
9150,N,e,1
9151,V,re,3
9152,V,re,2
9153,V,e,2
9154,V,are,3
9155,V,re,3
9156,V,re,3
9157,V,are,8
9158,V,re,3
9159,N,e,1
9160,V,e,2
9161,V,are,2
9162,V,re,3
9163,V,e,0
9164,A,o,1
9165,V,re,3
9166,V,are,3
9167,N,,0
9168,V,are,5
9169,V,re,2
9170,V,are,7
9171,V,are,4
9172,V,e,3
9173,V,re,2
9174,V,ire,4
9175,V,are,7
9176,V,re,2
9177,V,are,8
9178,V,re,2
9179,V,re,3
9180,V,are,6
9181,V,re,2
9182,V,are,4
9183,V,are,5
9184,V,are,2
9185,V,re,2
9186,V,re,5
9187,V,re,3
9188,V,re,2
9189,V,are,4
9190,V,e,0
9191,A,,0
9192,V,re,3
9193,V,re,4
9194,V,re,2
9195,V,iare,5
9196,V,re,5
9197,V,are,6
9198,V,ire,0
9199,V,re,3
9200,N,,0
9201,V,re,3
9202,V,are,6
9203,V,are,4
9204,V,re,3
9205,V,re,5
9206,V,re,1
9207,V,re,2
9208,V,are,7
9209,V,,3
9210,A,o,1
9211,V,are,2
9212,V,are,6
9213,A,re,3
9214,V,are,6
9215,N,e,1
9216,V,are,4
9217,V,are,4
9218,V,re,4
9219,V,re,2
